realProfileID,venue,year,title,authors
702,SIGMOD Conference,2001,Selectivity Estimation using Probabilistic Models,"Daphne Koller, Lise Getoor, Benjamin Taskar"
703,VLDB,1998,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,"G�nter Sauter, Fernando de Ferreira Rezende"
704,VLDB,1999,"What Do Those Weird XML Types Want, Anyway?",Steven J. DeRose
705,SIGMOD Record,2003,Report on the 4th International Conference on Mobile Data Management,"Panos K. Chrysanthis, Arkady B. Zaslavsky, Morris Sloman"
706,VLDB,2001,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,"Leonard Brown, Le Gruenwald"
707,VLDB,2001,Warehousing Workflow Data: Challenges and Opportunities,"Umeshwar Dayal, Ming-Chien Shan, Angela Bonifati, Fabio Casati"
708,VLDB,1995,Declustering Databases on Heterogeneous Disk Systems,"Doron Rotem, Sridhar Seshadri, Ling Tony Chen"
709,VLDB,2000,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen"
710,SIGMOD Record,1995,Information Finding in a Digital Library: The Stanford Perspective,"Tak W. Yan, Hector Garcia-Molina"
711,VLDB J.,1998,Fast Image Retrieval Using Color-Spatial Information,"Kian-Lee Tan, Tat-Seng Chua, Beng Chin Ooi, Wynne Hsu"
712,SIGMOD Conference,1998,Delivering High Availability for Inktomi Search Engines,Eric A. Brewer
713,SIGMOD Conference,1998,The Araneus Web-Base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni"
714,SIGMOD Conference,1998,CURE: An Efficient Clustering Algorithm for Large Databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim"
715,VLDB,1997,Algorithms for Materialized View Design in Data Warehousing Environment,"Kamalakar Karlapalem, Jian Yang, Qing Li"
716,SIGMOD Conference,1998,Enhanced Hypertext Categorization Using Hyperlinks,"Byron Dom, Piotr Indyk, Soumen Chakrabarti"
717,SIGMOD Conference,1996,LORE: A Lightweight Object REpository for Semistructured Data,"Janet L. Wiener, Jason McHugh, Serge Abiteboul, Qingshan Luo, Anand Rajaraman, Dallan Quass, Jeffrey D. Ullman, Roy Goldman, Hugo Rivero, Jennifer Widom, Svetlozar Nestorov, Kevin Haas"
718,SIGMOD Conference,2001,VQBD: Exploring Semistructured Data,"Jihwang Yeo, Sudarshan S. Chawathe, Thomas Baby"
719,SIGMOD Record,2002,The Grid: An Application of the Semantic Web,"Carole A. Goble, David De Roure"
720,VLDB,2003,Grid and Applications (Industrial Session),Frank Leymann
721,SIGMOD Conference,2000,"i3: Intelligent, Interactive Investigaton of OLAP data cubes","Sunita Sarawagi, Gayatri Sathe"
722,SIGMOD Record,1998,Algebraic Change Propagation for Semijoin and Outerjoin Queries,"Timothy Griffin, Bharat Kumar"
723,VLDB J.,2000,Checking the Temporal Integrity of Interactive Multimedia Documents,"S. Tserkezoglou, Timos K. Sellis, Barbara Pernici, Michalis Vazirgiannis, Isabelle Mirbel"
724,VLDB J.,2002,Efficient filtering of XML documents with XPath expressions,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Minos N. Garofalakis"
725,SIGMOD Conference,1999,"Of Crawlers, Portals, Mice and Men: Is there more to Mining the Web? (Panel)","Kyuseok Shim, Rajeev Rastogi, Minos N. Garofalakis, Sridhar Ramaswamy"
726,SIGMOD Record,1995,Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database,"Dac Khoa Doan, Alistair C. Kilgour, Norman W. Paton"
727,ACM Trans. Database Syst.,1995,Efficient Checking of Temporal Integrity Constraints Using Bounded History Encoding,Jan Chomicki
728,VLDB,2000,What Is the Nearest Neighbor in High Dimensional Spaces?,"Charu C. Aggarwal, Alexander Hinneburg, Daniel A. Keim"
729,SIGMOD Conference,1998,DTL's DataSpot: Database Exploration as Easy as Browsing the Web,"Gadi Entin, Shai Geva, Eran Palmon, Shaul Dar"
730,SIGMOD Record,1996,3D Geographic Network Displays,"Taosong He, Stephen G. Eick, Kenneth C. Cox"
731,VLDB,1999,"Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications","Stefano Paraboschi, Piero Fraternali, Stefano Ceri"
732,VLDB,2002,Processing Star Queries on Hierarchically-Clustered Fact Tables,"Nikos Karayannidis, Frank Ramsak, Timos K. Sellis, Rudolf Bayer, Robert Fenk, Klaus Elhardt, Volker Markl, Roland Pieringer, Aris Tsois"
733,SIGMOD Conference,2003,Winnowing: Local Algorithms for Document Fingerprinting,"Alexander Aiken, Daniel Shawcross Wilkerson, Saul Schleimer"
734,VLDB J.,1996,Access Path Support for Referential Integrity in SQL2,"Joachim Reinert, Theo H�rder"
735,SIGMOD Record,1998,Enhanced Nearest Neighbour Search on the R-tree,"Ada Wai-Chee Fu, King Lum Cheung"
736,SIGMOD Conference,1994,EOS: An Extensible Object Store,"Euthimios Panagos, Alexandros Biliris"
737,VLDB,1996,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Fereidoon Sadri, Laks V. S. Lakshmanan, Iyer N. Subramanian"
738,SIGMOD Conference,2001,Reconciling Schemas of Disparate Data Sources: A Machine-Learning Approach,"AnHai Doan, Pedro Domingos, Alon Y. Halevy"
739,VLDB J.,1998,Optimal Clip Ordering for Multi-Clip Queries,"Raymond T. Ng, Paul Shum"
740,VLDB,2000,Process Automation as the Foundation for E-Business,"Fabio Casati, Ming-Chien Shan"
741,SIGMOD Record,1994,Research Issues in Active Database Systems: Report from the Closing Panel at RIDE-ADS '94,Jennifer Widom
742,SIGMOD Record,2003,ACM TODS in this Internet Age,Richard T. Snodgrass
743,VLDB,1998,Algorithms for Querying by Spatial Structure,"Nikos Mamoulis, Dimitris Papadias, Vasilis Delis"
744,SIGMOD Conference,1994,Query by Diagram: A Graphical Environment for Querying Databases,"Giuseppe Santucci, Tiziana Catarci"
745,VLDB,1999,User-Defined Table Operators: Enhancing Extensibility for ORDBMS,"Bernhard Mitschang, Michael Jaedicke"
746,SIGMOD Record,2002,Guest Editor's Introduction,Asuman Dogac
747,SIGMOD Conference,2003,XRANK: Ranked Keyword Search over XML Documents,"Feng Shao, Lin Guo, Chavdar Botev, Jayavel Shanmugasundaram"
748,SIGMOD Record,1998,Chair's Message,Richard T. Snodgrass
749,SIGMOD Record,1997,Infering Structure in Semistructured Data,"Rajeev Motwani, Serge Abiteboul, Svetlozar Nestorov"
750,VLDB,2003,Efficacious Data Cube Exploration by Semantic Summarization and Compression,"Jian Pei, Laks V. S. Lakshmanan, Yan Zhao"
751,SIGMOD Conference,1997,High-Performance Sorting on Networks of Workstations,"David E. Culler, Joseph M. Hellerstein, David A. Patterson, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau"
752,SIGMOD Record,2001,Transactional Information Systems - Book Review,Marc H. Scholl
753,ACM Trans. Database Syst.,1996,Polymorphism and Type Inference in Database Programming,"Atsushi Ohori, Peter Buneman"
754,VLDB,1994,An Effective Deductive Object-Oriented Database Through Language Integration,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes"
755,VLDB,1999,Cache Conscious Indexing for Decision-Support in Main Memory,"Kenneth A. Ross, Jun Rao"
756,VLDB,2001,Analyzing Quantitative Databases: Image is Everything,"Reuven Kashi, Nathan S. Netanyahu, Amihood Amir"
757,SIGMOD Conference,2002,DBCache: database caching for web application servers,"Sailesh Krishnamurthy, C. Mohan, Larry Brown, Hamid Pirahesh, Mehmet Altinel, Honguk Woo, Qiong Luo, Bruce G. Lindsay"
758,ACM Trans. Database Syst.,2000,Iterative dynamic programming: a new class of query optimization algorithms,"Donald Kossmann, Konrad Stocker"
759,VLDB,1995,High-Concurrency Locking in R-Trees,"Douglas Banks, Marcel Kornacker"
760,SIGMOD Conference,1998,Electronic Commerce: Tutorial,"Nabil R. Adam, Yelena Yesha"
761,VLDB J.,1998,Spatial and Temporal Content-Based Access to Hypervideo Databases,"Ahmed K. Elmagarmid, Haitao Jiang"
762,VLDB,1997,Distributed Processing over Stand-alone Systems and Applications,"Claus Hagen, Hans-J�rg Schek, Gustavo Alonso, Markus Tresch"
763,SIGMOD Conference,2000,Synchronizing a Database to Improve Freshness,"Junghoo Cho, Hector Garcia-Molina"
764,VLDB,1995,The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept,Henry F. Korth
765,SIGMOD Conference,2000,Density Biased Sampling: An Improved Method for Data Mining and Clustering,"Christopher R. Palmer, Christos Faloutsos"
766,SIGMOD Record,1994,The TSQL2 Final Language Definition Announcement,?
767,VLDB,2001,Efficient Progressive Skyline Computation,"Pin-Kwang Eng, Kian-Lee Tan, Beng Chin Ooi"
768,SIGMOD Record,2002,MPEG-7 and Multimedia Database Systems,Harald Kosch
769,VLDB,2001,Storage and Querying of E-Commerce Data,"Yirong Xu, Rakesh Agrawal, Amit Somani"
770,SIGMOD Conference,1999,DynaMat: A Dynamic View Management System for Data Warehouses,"Nick Roussopoulos, Yannis Kotidis"
771,VLDB,2002,How to Summarize the Universe: Dynamic Maintenance of Quantiles,"Martin Strauss, S. Muthukrishnan, Yannis Kotidis, Anna C. Gilbert"
772,SIGMOD Record,2002,Parameterized Complexity for the Database Theorist,Martin Grohe
773,SIGMOD Record,2000,Editor's Notes,Michael J. Franklin
774,SIGMOD Conference,2003,Formal semantics and analysis of object queries,Gavin M. Bierman
775,VLDB J.,1995,Orthogonally Persistent Object Systems,"Malcolm P. Atkinson, Ronald Morrison"
776,VLDB,1997,Concurrent Garbage Collection in O2,"Marcin Skubiszewski, Patrick Valduriez"
777,VLDB,2003,"Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques","Ioana Manolescu, Stefano Ceri"
778,SIGMOD Record,2002,Guest Editor's Introduction,"Robert Meersman, Amit P. Sheth"
779,VLDB,1998,DTL's DataSpot: Database Exploration Using Plain Language,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon"
780,SIGMOD Record,1998,Editor's Notes,Michael J. Franklin
781,VLDB,1995,Applying Database Technology in the ADSM Mass Storage System,"Robert Rees, Luis-Felipe Cabrera, Wayne Hineman"
782,SIGMOD Conference,2001,Dynamic Buffer Allocation in Video-on-Demand Systems,"Kyu-Young Whang, Yang-Sae Moon, Il-Yeol Song, Sang Ho Lee"
783,VLDB,2003,Holistic Twig Joins on Indexed XML Documents,"Wei Wang, Haifeng Jiang, Hongjun Lu, Jeffrey Xu Yu"
784,VLDB,1996,Obtaining Complete Answers from Incomplete Databases,Alon Y. Levy
785,VLDB,1996,Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke"
786,SIGMOD Record,1994,Databases for GIS,"Claudia Bauzer Medeiros, Fatima Pires"
787,SIGMOD Conference,1999,Query Optimization in the Presence of Limited Access Patterns,"Dan Suciu, Ioana Manolescu, Daniela Florescu, Alon Y. Levy"
788,SIGMOD Conference,1995,An Effective Hash Based Algorithm for Mining Association Rules,"Ming-Syan Chen, Philip S. Yu, Jong Soo Park"
789,VLDB,2003,A Dependability Benchmark for OLTP Application Environments,"Henrique Madeira, Marco Vieira"
790,SIGMOD Conference,2000,High Speed On-line Backup When Using Logical Log Operations,David B. Lomet
791,SIGMOD Record,1998,Towards On-Line Analytical Mining in Large Databases,Jiawei Han
792,VLDB,1997,Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations,"Kyoji Hirata, Yoshinori Hara, Wen-Syan Li, K. Sel�uk Candan"
793,VLDB J.,1994,"The Glue-Nail Deductive Database System: Design, Implementation, and Evaluation","Geoffrey Phipps, Marcia A. Derr, Shinichi Morishita"
794,SIGMOD Conference,1997,Cubetree: Organization of and Bulk Updates on the Data Cube,"Nick Roussopoulos, Mema Roussopoulos, Yannis Kotidis"
795,SIGMOD Record,2002,Interview with Avi Silberschatz,Marianne Winslett
796,SIGMOD Record,2002,Database Research at the University of Illinois at Urbana-Champaign,"ChengXiang Zhai, Marianne Winslett, Yuanyuan Zhou, Kevin Chen-Chuan Chang, Jiawei Han, AnHai Doan"
797,SIGMOD Conference,1998,SQL Open Heterogeneous Data Access,"Berthold Reinwald, Hamid Pirahesh"
798,SIGMOD Record,2002,Report on the 18th British National Conference on Databases (BNCOD),"Carole A. Goble, Brian J. Read"
799,VLDB,1998,Materialized View Selection for Multidimensional Datasets,"Jeffrey F. Naughton, Amit Shukla, Prasad Deshpande"
800,VLDB J.,2001,HMAP - A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,"Carlo Combi, Giuseppe Pozzi"
801,VLDB,1998,"TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer","Bernhard Mitschang, Clara Nippl"
802,VLDB,2001,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,"Reza Sadri, Amir M. Zarkesh, Jafar Adibi, Carlo Zaniolo"
803,VLDB,2003,COMBI-Operator: Database Support for Data Mining Applications,"Wolfgang Lehner, Alexander Hinneburg, Dirk Habich"
804,VLDB,2003,The Semantic Web: Semantics for Data on the Web,"Vipul Kashyap, Stefan Decker"
805,SIGMOD Record,1995,Managing Video Data in a Mobile Environment,"Rafael Alonso, Yuh-Lin Chang, V. S. Mani, Liviu Iftode"
806,SIGMOD Conference,1995,A General Solution of the n-dimensional B-tree Problem,Michael Freeston
807,SIGMOD Conference,1995,Parallel Database Systems 101,Jim Gray
808,SIGMOD Record,1998,Workflow History Management,"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac"
809,SIGMOD Conference,1995,Broadcast Disks: Data Management for Asymmetric Communications Environments,"Michael J. Franklin, Stanley B. Zdonik, Swarup Acharya, Rafael Alonso"
810,VLDB,2002,Comparing Data Streams Using Hamming Norms (How to Zero In),"Mayur Datar, Piotr Indyk, S. Muthukrishnan, Graham Cormode"
811,VLDB,2000,The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Masatoshi Yoshikawa, Shunsuke Uemura, Yasushi Sakurai, Haruhiko Kojima"
812,SIGMOD Conference,2002,Skew handling techniques in sort-merge join,"Richard T. Snodgrass, Wei Li, Dengfeng Gao"
813,SIGMOD Conference,2000,Online Index Rebuild,"Hanuma Kodavalla, Nagavamsi Ponnekanti"
814,VLDB J.,2002,Efficient similarity search for market basket data,"Alexandros Nanopoulos, Yannis Manolopoulos"
815,VLDB,2002,Compressed Accessibility Map: Efficient Access Control for XML,"Divesh Srivastava, Ting Yu, H. V. Jagadish, Laks V. S. Lakshmanan"
816,SIGMOD Conference,2002,ToXgene: a template-based data generator for XML,"Alberto O. Mendelzon, John Keenleyside, Denilson Barbosa, Kelly A. Lyons"
817,SIGMOD Record,2002,Interviewing During a Tight Job Market,"Zachary G. Ives, Qiong Luo"
818,VLDB,2003,Star-Cubing: Computing Iceberg Cubes by Top-Down and Bottom-Up Integration,"Jiawei Han, Xiaolei Li, Benjamin W. Wah, Dong Xin"
819,VLDB,1999,Datawarehousing Has More Colours Than Just Black & White,"Thomas Zurek, Markus Sinnwell"
820,VLDB J.,1994,Chronological Scheduling of Transactions with Temporal Dependencies,"Marek Rusinkiewicz, Dimitrios Georgakopoulos, Witold Litwin"
821,VLDB J.,1997,Query Processing Over Object Views of Relational Data,"Gustav Fahl, Tore Risch"
822,VLDB J.,2000,Semantic Caching of Web Queries,"Boris Chidlovskii, Uwe M. Borghoff"
823,VLDB,1999,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. B�hlen, Christian S. Jensen"
824,VLDB,2001,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Latha S. Colby, Gopal Mulagund, Richard L. Cole, Craig J. Bunker, William J. McKenna, David Wilhite"
825,VLDB,1996,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Devashish Worah, Souvik Das, Ivan Shevchenko, Amit P. Sheth, John A. Miller, Chenye Lin, Devanand Palaniswami, Krys Kochut, John Lynch"
826,SIGMOD Conference,2002,Visual COKO: a debugger for query optimizer development,"Daniel J. Abadi, Mitch Cherniack"
827,VLDB,2003,Data Compression in Oracle,"Meikel P�ss, Dmitry Potapov"
828,VLDB,1994,A Multidatabase System for Tracking and Retrieval of Financial Data,"Munir Cochinwala, John Bradley"
829,SIGMOD Conference,1999,Shrinking the Warehouse Update Window,"Hector Garcia-Molina, Ramana Yerneni, Wilburt Labio"
830,VLDB,1995,An Efficient Algorithm for Mining Association Rules in Large Databases,"Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere"
831,VLDB J.,2000,Update Propagation Strategies to Improve Freshness in Lazy Master Replicated Databases,"Eric Simon, Esther Pacitti"
832,ACM Trans. Database Syst.,1999,The SIFT Information Dissemination System,"Tak W. Yan, Hector Garcia-Molina"
833,SIGMOD Record,2001,Special Issue on Data Mining for Intrusion Detection and Threat Analysis - Guest Editor's Introduction,Daniel Barbar�
834,SIGMOD Conference,2003,Extracting and Exploiting Structure in Text Search,Prabhakar Raghavan
835,SIGMOD Conference,2003,PLASTIC: Reducing Query Optimization Overheads through Plan Recycling,"Jayant R. Haritsa, Vibhuti S. Sengar"
836,SIGMOD Conference,2002,Wavelet synopses with error guarantees,"Phillip B. Gibbons, Minos N. Garofalakis"
837,SIGMOD Conference,2001,Generating Efficient Plans for Queries Using Views,"Chen Li, Jeffrey D. Ullman, Foto N. Afrati"
838,SIGMOD Conference,2003,QC-Trees: An Efficient Summary Structure for Semantic OLAP,"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao"
839,VLDB,2001,Information Management for Genome Level Bioinformatics,"Norman W. Paton, Carole A. Goble"
840,VLDB,2000,Efficient Filtering of XML Documents for Selective Dissemination of Information,"Michael J. Franklin, Mehmet Altinel"
841,ACM Trans. Database Syst.,1994,Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System,"Arthur J. Bernstein, Narayanan Krishnakumar"
842,SIGMOD Record,1994,Editor's Notes and Erratum,Arie Segev
843,SIGMOD Conference,1995,Research and Products: Are They Relevant To Each Other? (Panel),Herb Edelstein
844,SIGMOD Record,1999,NSF Workshop on Industrial/Academic Cooperation in Database Systems,"Leonard J. Seligman, Michael J. Carey"
845,VLDB,2001,Operating System Extensions for the Teradata Parallel VLDB,"Sorana Rabinovici, John Catozzi"
846,VLDB,2003,Efficient Mining of XML Query Patterns for Caching,"Liang Huai Yang, Mong-Li Lee, Wynne Hsu"
847,SIGMOD Conference,1996,Is GUI Programming a Database Research Problem?,"Ravi Krishnamurthy, Charles Hoch, Nita Goyal, Michael Suckow, Brian Meckler"
848,SIGMOD Record,2001,Report on XEWA-00: The XML Enabled Wide-Area Searches for Bioinformatics Workshop,Terence Critchlow
849,VLDB,2002,Toward Recovery-Oriented Computing,Armando Fox
